nombre_escenario,direccion,barrio,latitud,longitud
Cancha polideportiva Parque Conmemorativo El Socorro,CARRERA 108 A   48 C B,Antonio NariÃ±o,6.25659,-75.62216
Cancha polideportiva Vegas de AlcalÃ¡,CL 41D SUR 58,San Antonio de Prado,6.1827,-75.64033
Cancha de fÃºtbol en grama sintÃ©tica N 5 Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de microfÃºtbol en grama sintÃ©tica La Nubia,CALLE 15 B   82 A   05,La Gloria,6.22163,-75.60419
Cancha polideportiva Pedregal Alto,CR 121 69 136,Pedregal Alto (San Cristobal),6.28874,-75.62697
Cancha de fÃºtbol en grama sintÃ©tica Unidad Deportiva BelÃ©n RincÃ³n,CARRERA 76 A   01 C   05,El RincÃ³n,6.21154,-75.59986
Cancha de fÃºtbol en grama sintÃ©tica Preventorio de BelÃ©n,CARRERA 77    25    1,San Bernardo,6.22745,-75.5975
Cancha polideportiva Pedregal Bajo,CARRERA 115    66,Pajarito,6.28205,-75.62266
Cancha polideportiva Roblemar,CR 119 62A 18,San CristÃ³bal,6.27796,-75.62435
Cancha polideportiva San MartÃ­n - Las Flores,CALLE 64 A B  106,Pajarito,6.24764,-75.56582
Cancha polideportiva Unidad Deportiva San CristÃ³bal JosÃ© Lucrecio Barrera Cano,CR 130B 64-60,Pedregal Alto (San Cristobal),6.28041,-75.63582
Cancha polideportiva El CorazÃ³n,CALLE 34 C   118    285,El CorazÃ³n,6.24946,-75.63162
Cancha polideportiva Chechenal,CALLE 57    127    123,La Loma de Los Bernal,6.27346,-75.63227
Gimnasio al aire libre Desarrollo Deportivo Integral Loma de Los Bernal,CARRERA 84 B   04 A   90,La Loma de Los Bernal,6.2174,-75.60657
Cancha de fÃºtbol 7 en grama sintÃ©tica UVA Ciudadela Nuevo Occidente,CARRERA 103    64 B C  120,Pajarito,6.28182,-75.61263
Cancha de fÃºtbol en arenilla Pedregal Alto,CR 121 69,Pedregal Alto (San Cristobal),6.29019,-75.62901
Pista multipropÃ³sito Limonar N 2,CARRERA 65 42D SUR,San Antonio de Prado,6.24748,-75.58341
Cancha de fÃºtbol en grama sintÃ©tica Unidad Deportiva San CristÃ³bal JosÃ© Lucrecio Barrera Cano,CR 130B 64-60,Pedregal Alto (San Cristobal),6.28041,-75.63582
Cancha de microfÃºtbol en arenilla Altos de la Virgen,CARRERA 102    48 F,La Loma de Los Bernal,6.26159,-75.61691
Street workout Limonar N 1,CARRERA 61D #57SUR - 7,San Antonio de Prado,6.27819,-75.63091
Gimnasio al aire libre Villa Loma,CARRERA 69A #41B SUR - 20,San Antonio de Prado,6.28721,-75.57467
Cancha de microfÃºtbol en arenilla Pedregal Bajo,CALLE 66 D   115,Pajarito,6.28153,-75.62344
Cancha polideportiva Prados del Este,CR 67 41 SUR 12,San Antonio de Prado,6.23657,-75.5887
Gimnasio al aire libre UVA El ParaÃ­so,CARRERA 75 # 48 SUR-86,San Antonio de Prado,6.25801,-75.59191
Cancha de microfÃºtbol en arenilla Roblemar,CR 119 62A 18,San CristÃ³bal,6.27796,-75.62435
Cancha de tejo N 1 Unidad Deportiva San CristÃ³bal JosÃ© Lucrecio Barrera Cano,CR 130B 64-60,Pedregal Alto (San Cristobal),6.28041,-75.63582
Cancha de tejo N 2 Unidad Deportiva San CristÃ³bal JosÃ© Lucrecio Barrera Cano,CR 130B 64-60,Pedregal Alto (San Cristobal),6.28041,-75.63582
Cancha polideportiva Pallavecini,CR 75A 37D SUR,San Antonio de Prado,6.23481,-75.596
Gimnasio al aire libre Limonar N 2,CL 54 SUR 59D 68,San Antonio de Prado,6.17452,-75.65072
Cancha polideportiva Altavista La Esperanza,CALLE 16 # 99-187,Altavista Central (Altavista),6.22119,-75.58776
Cancha polideportiva MarÃ­a Auxiliadora,CR 80 CL 43 SUR - 53,San Antonio de Prado,6.18374,-75.6569
Gimnasio al aire libre MarÃ­a Auxiliadora,CR 80 CL 43 SUR - 53,San Antonio de Prado,6.18374,-75.6569
Gimnasio al aire libre de Pallavecini,CR 75A 37D SUR,San Antonio de Prado,6.23481,-75.596
Cancha polideportiva cubierta MarÃ­a Auxiliadora,CR 80 CL 43 SUR - 53,San Antonio de Prado,6.18374,-75.6569
Gimnasio al aire libre Prados del Este,CR 67 41 SUR 12,San Antonio de Prado,6.23657,-75.5887
Ludoteka UVA El ParaÃ­so,CARRERA 75 # 48 SUR-86,San Antonio de Prado,6.25801,-75.59191
Ludoteka MarÃ­a Auxiliadora,CR 80 CL 43 SUR - 53,San Antonio de Prado,6.18374,-75.6569
Coliseo UVA El ParaÃ­so,CARRERA 75 # 48 SUR-86,San Antonio de Prado,6.25801,-75.59191
Ludoteka Limonar N 1,CR 61D 57SUR 7,San Antonio de Prado,6.27819,-75.63091
Cancha polideportiva Barichara N 1,CALLE 50EA SUR 70,San Antonio de Prado,6.17639,-75.65011
Centro de PromociÃ³n de la Salud UVA El ParaÃ­so,CARRERA 75 # 48 SUR-86,San Antonio de Prado,6.25801,-75.59191
Cancha polideportiva Barichara N 2,CALLE  50EA SUR 70,San Antonio de Prado,6.17639,-75.65011
Pista de skate Limonar N 1,CR 61D 57SUR 7,San Antonio de Prado,6.27819,-75.63091
Cancha polideportiva Barichara N 3,CARRERA 72 # 50F SUR,San Antonio de Prado,6.24933,-75.59117
Cancha de fÃºtbol en arenilla El CorazÃ³n,CL 34C 118 285,Altavista,6.24946,-75.63162
Pista de skate UVA El ParaÃ­so,CARRERA 75 # 48 SUR-86,San Antonio de Prado,6.25801,-75.59191
Cancha polideportiva Barichara N 4,CALLE 55C SUR # 69 - 07,San Antonio de Prado,6.17388,-75.64875
Pista de skate Limonar N 2,CR 65 42D SUR,San Antonio de Prado,6.24748,-75.58341
Cancha polideportiva CampiÃ±as de San Antonio de Prado,CARRERA 65 SUR #42D - 26,San Antonio de Prado,6.24748,-75.58341
Cancha polideportiva Limonar N 2,CL 54 SUR 59D 68,San Antonio de Prado,6.17452,-75.65072
Cancha de fÃºtbol en arenilla Altavista La Esperanza,CL 16 CR 99 187,Altavista Central (Altavista),6.22175,-75.62157
Pista de skate Las Ruedas,CR 75 CL 50E SUR,San Antonio de Prado,6.17632,-75.6527
Cancha polideportiva Compartir,CALLE 42D SUR  #64B,San Antonio de Prado,6.18193,-75.64284
Cancha polideportiva N 2 Limonar N 1,CR 61D 57SUR 7,San Antonio de Prado,6.27819,-75.63091
Cancha polideportiva N 1 Limonar N 1,CR 61D 57SUR 7,San Antonio de Prado,6.27819,-75.63091
Cancha polideportiva El Vergel La Palomera,CALLE 45 SUR 72-38,Potrerito (San Antonio de Prado),6.16275,-75.59206
Pista de skate Barichara N 3,CR 72 50F SUR,San Antonio de Prado,6.24933,-75.59117
Cancha polideportiva Flores y Colores,CARRERA 60E SUR #40B-90,San Antonio de Prado,6.18369,-75.64197
Cancha polideportiva La Gloria,CALLE 38 SUR 70D,San Antonio de Prado,6.18616,-75.64147
Cancha polideportiva La Rosaleda,CR 56 CL 48D SUR,San Antonio de Prado,6.17748,-75.63916
Cancha polideportiva La Pradera,CR 54E 47A SUR 18,San Antonio de Prado,6.17865,-75.63703
Cancha de microfÃºtbol N 2 en grama sintÃ©tica Desarrollo Deportivo Integral Loma de Los Bernal,CARRERA 84 B   4 A   90,La Loma de Los Bernal,6.2179,-75.60754
Cancha de microfÃºtbol N 1 en grama sintÃ©tica Desarrollo Deportivo Integral Loma de Los Bernal,CARRERA 84 B   4 A   90,La Loma de Los Bernal,6.2179,-75.60754
SalÃ³n de Hapkido Coliseo de Combate Guillermo Gaviria Correa,CALLE 48    70    100,Estadio,6.25406,-75.58917
Parque infantil UVA El ParaÃ­so,CARRERA 75 # 48 SUR-86,San Antonio de Prado,6.25801,-75.59191
Gimnasio al aire libre Santa Elena,SANTA ELENA SECTOR CENTRAL,Santa Elena,6.24764,-75.56582
Cancha de tenis de campo N 1 en polvo de ladrillo Unidad Deportiva Juanes de la Paz,CARRERA 65    98    50,Castilla,6.29537,-75.56811
SalÃ³n de Karate Do Coliseo de Combate Guillermo Gaviria Correa,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Cancha de tenis de campo N 2 en polvo de ladrillo Unidad Deportiva Juanes de la Paz,CARRERA 65    98    50,Girardot,6.29537,-75.56811
Piscina OlÃ­mpica CÃ©sar Zapata Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Cancha de tenis de campo N 3 en polvo de ladrillo Unidad Deportiva Juanes de la Paz,CARRERA 65    98    50,Girardot,6.29537,-75.56811
Cancha de rugby en grama sintÃ©tica Unidad Deportiva de Castilla JosÃ© RenÃ© Higuita,CARRERA 69    101    25,Girardot,6.29717,-75.57113
Foso de clavados Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Cancha de tenis de campo N 4 en polvo de ladrillo Unidad Deportiva Juanes de la Paz,CARRERA 65    98    50,Girardot,6.29537,-75.56811
Cancha polideportiva Santa Rita,DG 72 35A SUR 55,La Oculta (San Antonio de Prado),6.24764,-75.56582
Gimnasio al aire libre Desarrollo Deportivo Integral Las Tinajas,CR 14 56A 14,Piedras Blancas (Santa Elena),6.23674,-75.53934
Cancha de tenis de campo N 5 en polvo de ladrillo Unidad Deportiva Juanes de la Paz,CARRERA 65    98    50,Girardot,6.29537,-75.56811
Cancha polideportiva Potrerito,CL 43 SUR 87 405,Potrerito (San Antonio de Prado),6.18357,-75.65561
Piscina Escuela N 2 Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Gimnasio al aire libre Isaac Gaviria Fosforito,CR 17C X CL 56F,Piedras Blancas (Santa Elena),6.24675,-75.54073
Ludoteka Desarrollo Deportivo Integral Las Tinajas,CR 14 56A 14,Piedras Blancas (Santa Elena),6.23674,-75.53934
Piscina de enseÃ±anza N 2 Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Laureles,6.25362,-75.58777
Piscina Escuela N 1 Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Piscina infantil N 2 Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Piscina de ActiVidades Sub AcuÃ¡ticas Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Cancha polideportiva Betania,CR 106 CL 33B,Aguas FrÃ­as (Altavista),6.24361,-75.62293
Gimnasio al aire libre Potrerito,CALLE 43 SUR 87 - 405,Potrerito (San Antonio de Prado),6.18357,-75.65561
Gimnasio al aire libre Santa Rita,DIAGONAL 72 # 35A SUR-55,Altavista Central (Altavista),6.24764,-75.56582
Zona de barras Unidad Deportiva BelÃ©n RincÃ³n,CARRERA 76 A   1 C   05,El RincÃ³n,6.21257,-75.6
Cancha polideportiva Desarrollo Deportivo Integral El Salado,CARRERA 120    39 F D  100,El Salado,6.2562,-75.62763
Cancha de fÃºtbol en arenilla Aguas FrÃ­as,CALLE 31 A A  107,San Pablo,6.23407,-75.62596
Cancha de tenis de campo N 1 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Cancha de tenis de campo N 2 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Cancha de tenis de campo N 3 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Cancha de tenis de campo N 4 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Cancha de tenis de campo N 5 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Cancha de tenis de campo N 6 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Cancha de fÃºtbol en arenilla La Frontera,CALLE 121    51 A,Santa Cruz,6.30552,-75.55442
Cancha polideportiva cubierta La Frontera,CALLE 121    51 A,Santa Cruz,6.30552,-75.55442
Cancha de microfÃºtbol en grama sintÃ©tica Santa InÃ©s,CARRERA 39    80,Santa InÃ©s,6.24631,-75.55934
Cancha polideportiva Santa InÃ©s,CARRERA 39    80,Santa InÃ©s,6.24631,-75.55934
Cancha polideportiva Villa Roca,CARRERA 30    79 A,El Raizal,6.20932,-75.55908
Cancha polideportiva Sevilla,CARRERA 52    97,Palermo,6.29024,-75.56249
Pista de skate La PiÃ±uela,CALLE 86    49 B,Aranjuez,6.30661,-75.58434
Cancha de minitenis N 3 Unidad Deportiva Juanes de la Paz,CARRERA 65    98    50,Girardot,6.29537,-75.56811
Pista de skate Unidad Deportiva Juanes de la Paz,CARRERA 65    98    50,Castilla,6.29537,-75.56811
Cancha de baloncesto Civiton,CALLE 77 C   91    33,Aures NÂº 1,6.2856,-75.59377
Ludoteka Parque Biblioteca LeÃ³n de Greiff La Ladera,CALLE 59 A   36    30,La Ladera,6.25085,-75.5542
Cancha polideportiva CataluÃ±a N 2,CALLE 38    23 B,CataluÃ±a,6.24227,-75.58116
Parque infantil Santa LucÃ­a,CALLE 44 C   92    09,Campo Alegre,6.25417,-75.60632
Cancha de tejo Desarrollo Deportivo Integral Antonio NariÃ±o,CARRERA 108    42    94,San Javier NÂº 1,6.25624,-75.6214
Pista multipropÃ³sito EstaciÃ³n Metro San Javier,CALLE 44    96,Campo Alegre,6.25494,-75.61162
Cancha polideportiva La Chacona,CALLE 9 A   15    15,El Tesoro,6.20604,-75.5526
SalÃ³n N 4 de Boxeo N 2 Coliseo Carlos Mauro Hoyos,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Sede administrativa o espacio complementario Pista de Supercross BMX Mariana PajÃ³n,CALLE 30 A   66 B   61,Parque Juan Pablo II,6.23213,-75.58883
Gimnasio Pista de Supercross BMX Mariana PajÃ³n,CALLE 30 A   66 B   61,Parque Juan Pablo II,6.23213,-75.58883
Gimnasio al aire libre Santa FÃ©,CARRERA 65 C   18    23,Santa Fe,6.22218,-75.58582
Muro de Escalar Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Parque infantil UVA Ciudadela Nuevo Occidente,CARRERA 103 # 64BC-120 - AREA DE EXPANSIÃ“N PAJARITO,San CristÃ³bal,6.28182,-75.61263
Cancha polideportiva El Chispero,CARRERA 98    79 B B,Picacho,6.2951,-75.59612
Cancha de microfÃºtbol en arenilla La Loma,CARRERA 123 # 57 - SUBURBANO LA LOMA,San CristÃ³bal,6.25565,-75.61863
Gimnasio al aire libre Palenque Travesias,CALLE 68 # 88A - SUBURBANO TRAVESIAS,TravecÃ­as (San Cristobal),6.27885,-75.59635
Sede administrativa o espacio complementario Unidad Deportiva San CristÃ³bal JosÃ© Lucrecio Barrera Cano,CARRERA 130B # 64,Pedregal Alto (San Cristobal),6.28065,-75.636
Cancha polideportiva Karla Cristina Limonar N 1,CALLE 57 SUR # 55B - CABECERA,San Antonio de Prado,6.17341,-75.64263
Ludoteka Coliseo Santa Elena,SECTOR CENTRAL - SUBURBANO SANTA ELEMA,Santa Elena,6.21017,-75.49825
Cancha polideportiva San Martin,CARRERA 97 A B  64 A C  41,Pajarito,6.28305,-75.60771
